Plate	Repeat	Well	Type	Time	Absorbance @ 600 (0.5s) (A)	Time	Absorbance @ 600 (0.5s) (A)	Time	Absorbance @ 600 (0.5s) (A)
1	30	G08	M	18:59:15.35	0.036	19:11:13.06	0.035	19:23:10.77	0.036
1	30	G09	M	18:59:16.12	0.037	19:11:13.83	0.036	19:23:11.54	0.037
1	30	G10	M	18:59:16.89	0.037	19:11:14.60	0.036	19:23:12.31	0.037
1	30	G11	M	18:59:17.66	0.036	19:11:15.37	0.035	19:23:13.08	0.036
1	30	G12	M	18:59:18.43	0.035	19:11:16.14	0.035	19:23:13.85	0.036
1	30	H01	M	18:59:21.66	0.036	19:11:19.37	0.035	19:23:17.08	0.037
1	30	H02	M	18:59:22.43	0.036	19:11:20.14	0.034	19:23:17.85	0.036
1	30	H03	M	18:59:23.20	0.037	19:11:20.91	0.036	19:23:18.62	0.036
1	30	H04	M	18:59:23.97	0.036	19:11:21.68	0.035	19:23:19.39	0.036
1	30	H05	M	18:59:24.74	0.036	19:11:22.45	0.035	19:23:20.16	0.036
1	30	H06	M	18:59:25.51	0.036	19:11:23.22	0.035	19:23:20.93	0.036
1	30	H07	M	18:59:26.28	0.037	19:11:23.99	0.035	19:23:21.70	0.037
1	30	H08	M	18:59:27.05	0.036	19:11:24.76	0.035	19:23:22.47	0.036
1	30	H09	M	18:59:27.82	0.038	19:11:25.53	0.037	19:23:23.24	0.038
1	30	H10	M	18:59:28.59	0.036	19:11:26.30	0.035	19:23:24.01	0.036
1	30	H11	M	18:59:29.36	0.036	19:11:27.07	0.035	19:23:24.78	0.036
1	30	H12	M	18:59:30.13	0.037	19:11:27.84	0.037	19:23:25.55	0.037
1	31	A01	M	19:37:12.83	0.036	19:49:10.52	0.037	20:01:08.21	0.037
1	31	A02	M	19:37:13.60	0.037	19:49:11.29	0.038	20:01:08.98	0.036
1	31	A03	M	19:37:14.37	0.038	19:49:12.06	0.039	20:01:09.75	0.040
1	31	A04	M	19:37:15.14	0.036	19:49:12.83	0.036	20:01:10.52	0.037
1	31	A05	M	19:37:15.91	0.037	19:49:13.60	0.037	20:01:11.29	0.037
1	31	A06	M	19:37:16.68	0.037	19:49:14.37	0.038	20:01:12.06	0.037
1	31	A07	M	19:37:17.45	0.036	19:49:15.14	0.037	20:01:12.83	0.036
1	31	A08	M	19:37:18.22	0.036	19:49:15.91	0.037	20:01:13.60	0.036
1	31	A09	M	19:37:18.99	0.036	19:49:16.68	0.036	20:01:14.37	0.036
1	31	A10	M	19:37:19.76	0.037	19:49:17.45	0.038	20:01:15.14	0.037
1	31	A11	M	19:37:20.53	0.036	19:49:18.22	0.036	20:01:15.91	0.036
1	31	A12	M	19:37:21.30	0.035	19:49:18.99	0.036	20:01:16.68	0.036
1	31	B01	M	19:37:24.53	0.034	19:49:22.22	0.035	20:01:19.91	0.036
1	31	B02	M	19:37:25.30	0.037	19:49:22.99	0.036	20:01:20.68	0.037
1	31	B03	M	19:37:26.07	0.037	19:49:23.76	0.037	20:01:21.45	0.037
1	31	B04	M	19:37:26.84	0.036	19:49:24.53	0.037	20:01:22.22	0.036
1	31	B05	M	19:37:27.61	0.036	19:49:25.30	0.037	20:01:22.99	0.037
1	31	B06	M	19:37:28.38	0.037	19:49:26.07	0.038	20:01:23.76	0.037
1	31	B07	M	19:37:29.15	0.037	19:49:26.84	0.038	20:01:24.53	0.037
1	31	B08	M	19:37:29.92	0.037	19:49:27.61	0.037	20:01:25.30	0.037
1	31	B09	M	19:37:30.69	0.037	19:49:28.38	0.037	20:01:26.07	0.037
1	31	B10	M	19:37:31.46	0.036	19:49:29.15	0.037	20:01:26.84	0.037
1	31	B11	M	19:37:32.23	0.037	19:49:29.92	0.037	20:01:27.61	0.036
1	31	B12	M	19:37:33.00	0.035	19:49:30.69	0.036	20:01:28.38	0.035
1	31	C01	M	19:37:36.23	0.035	19:49:33.92	0.036	20:01:31.61	0.035
1	31	C02	M	19:37:37.00	0.036	19:49:34.69	0.037	20:01:32.38	0.036
1	31	C03	M	19:37:37.77	0.036	19:49:35.46	0.037	20:01:33.15	0.036
1	31	C04	M	19:37:38.54	0.036	19:49:36.23	0.037	20:01:33.92	0.037
1	31	C05	M	19:37:39.31	0.037	19:49:37.00	0.037	20:01:34.69	0.037
1	31	C06	M	19:37:40.08	0.277	19:49:37.77	0.283	20:01:35.46	0.284
1	31	C07	M	19:37:40.85	0.270	19:49:38.54	0.279	20:01:36.23	0.276
1	31	C08	M	19:37:41.62	0.267	19:49:39.31	0.277	20:01:37.00	0.273
1	31	C09	M	19:37:42.39	0.275	19:49:40.08	0.277	20:01:37.77	0.274
1	31	C10	M	19:37:43.16	0.281	19:49:40.85	0.287	20:01:38.54	0.284
1	31	C11	M	19:37:43.93	0.279	19:49:41.62	0.286	20:01:39.31	0.282
1	31	C12	M	19:37:44.70	0.035	19:49:42.39	0.036	20:01:40.08	0.037
1	31	D01	M	19:37:47.93	0.035	19:49:45.62	0.036	20:01:43.31	0.035
1	31	D02	M	19:37:48.70	0.036	19:49:46.39	0.037	20:01:44.08	0.037
1	31	D03	M	19:37:49.47	0.113	19:49:47.16	0.116	20:01:44.85	0.116
1	31	D04	M	19:37:50.24	0.123	19:49:47.93	0.126	20:01:45.62	0.127
1	31	D05	M	19:37:51.01	0.120	19:49:48.70	0.123	20:01:46.39	0.123
1	31	D06	M	19:37:51.78	0.323	19:49:49.47	0.326	20:01:47.16	0.322
1	31	D07	M	19:37:52.55	0.321	19:49:50.24	0.326	20:01:47.93	0.322
1	31	D08	M	19:37:53.32	0.315	19:49:51.01	0.319	20:01:48.70	0.316
1	31	D09	M	19:37:54.09	0.311	19:49:51.78	0.313	20:01:49.47	0.310
1	31	D10	M	19:37:54.86	0.302	19:49:52.55	0.307	20:01:50.24	0.305
1	31	D11	M	19:37:55.63	0.330	19:49:53.32	0.334	20:01:51.01	0.329
1	31	D12	M	19:37:56.40	0.036	19:49:54.09	0.036	20:01:51.78	0.036
1	31	E01	M	19:37:59.63	0.036	19:49:57.32	0.037	20:01:55.01	0.036
1	31	E02	M	19:38:00.40	0.036	19:49:58.09	0.036	20:01:55.78	0.036
1	31	E03	M	19:38:01.17	0.283	19:49:58.86	0.287	20:01:56.55	0.288
1	31	E04	M	19:38:01.94	0.304	19:49:59.63	0.306	20:01:57.32	0.302
1	31	E05	M	19:38:02.71	0.296	19:50:00.40	0.300	20:01:58.09	0.300
1	31	E06	M	19:38:03.48	0.320	19:50:01.17	0.328	20:01:58.86	0.327
1	31	E07	M	19:38:04.25	0.314	19:50:01.94	0.319	20:01:59.63	0.319
1	31	E08	M	19:38:05.02	0.316	19:50:02.71	0.324	20:02:00.40	0.322
1	31	E09	M	19:38:05.79	0.259	19:50:03.48	0.279	20:02:01.17	0.287
1	31	E10	M	19:38:06.56	0.271	19:50:04.25	0.291	20:02:01.94	0.299
1	31	E11	M	19:38:07.33	0.286	19:50:05.02	0.308	20:02:02.71	0.306
1	31	E12	M	19:38:08.10	0.037	19:50:05.79	0.038	20:02:03.48	0.037
1	31	F01	M	19:38:11.33	0.035	19:50:09.02	0.036	20:02:06.71	0.035
1	31	F02	M	19:38:12.10	0.036	19:50:09.79	0.037	20:02:07.48	0.037
1	31	F03	M	19:38:12.87	0.049	19:50:10.56	0.050	20:02:08.25	0.050
1	31	F04	M	19:38:13.64	0.049	19:50:11.33	0.052	20:02:09.02	0.050
1	31	F05	M	19:38:14.41	0.049	19:50:12.10	0.050	20:02:09.79	0.050
1	31	F06	M	19:38:15.18	0.061	19:50:12.87	0.064	20:02:10.56	0.064
1	31	F07	M	19:38:15.95	0.061	19:50:13.64	0.062	20:02:11.33	0.063
1	31	F08	M	19:38:16.72	0.058	19:50:14.41	0.060	20:02:12.10	0.061
1	31	F09	M	19:38:17.49	0.108	19:50:15.18	0.118	20:02:12.87	0.117
1	31	F10	M	19:38:18.26	0.104	19:50:15.95	0.115	20:02:13.64	0.115
1	31	F11	M	19:38:19.03	0.110	19:50:16.72	0.119	20:02:14.41	0.117
1	31	F12	M	19:38:19.80	0.036	19:50:17.49	0.036	20:02:15.18	0.036
1	31	G01	M	19:38:23.03	0.036	19:50:20.72	0.036	20:02:18.41	0.035
1	31	G02	M	19:38:23.80	0.036	19:50:21.49	0.038	20:02:19.18	0.036
1	31	G03	M	19:38:24.57	0.036	19:50:22.26	0.036	20:02:19.95	0.036
1	31	G04	M	19:38:25.34	0.036	19:50:23.03	0.038	20:02:20.72	0.038
1	31	G05	M	19:38:26.11	0.036	19:50:23.80	0.035	20:02:21.49	0.036
1	31	G06	M	19:38:26.88	0.036	19:50:24.57	0.036	20:02:22.26	0.036
1	31	G07	M	19:38:27.65	0.037	19:50:25.34	0.038	20:02:23.03	0.037
1	31	G08	M	19:38:28.42	0.036	19:50:26.11	0.037	20:02:23.80	0.036
1	31	G09	M	19:38:29.19	0.037	19:50:26.88	0.037	20:02:24.57	0.037
1	31	G10	M	19:38:29.96	0.036	19:50:27.65	0.037	20:02:25.34	0.036
1	31	G11	M	19:38:30.73	0.036	19:50:28.42	0.036	20:02:26.11	0.036
1	31	G12	M	19:38:31.50	0.035	19:50:29.19	0.036	20:02:26.88	0.035
1	31	H01	M	19:38:34.73	0.036	19:50:32.42	0.036	20:02:30.11	0.036
1	31	H02	M	19:38:35.50	0.035	19:50:33.19	0.036	20:02:30.88	0.036
1	31	H03	M	19:38:36.27	0.036	19:50:33.96	0.035	20:02:31.65	0.036
1	31	H04	M	19:38:37.04	0.035	19:50:34.73	0.036	20:02:32.42	0.035
1	31	H05	M	19:38:37.81	0.036	19:50:35.50	0.036	20:02:33.19	0.035
1	31	H06	M	19:38:38.58	0.036	19:50:36.27	0.036	20:02:33.96	0.036
1	31	H07	M	19:38:39.35	0.036	19:50:37.04	0.037	20:02:34.73	0.036
1	31	H08	M	19:38:40.12	0.035	19:50:37.81	0.036	20:02:35.50	0.036
1	31	H09	M	19:38:40.89	0.037	19:50:38.58	0.037	20:02:36.27	0.037
1	31	H10	M	19:38:41.66	0.036	19:50:39.35	0.037	20:02:37.04	0.036
1	31	H11	M	19:38:42.43	0.035	19:50:40.12	0.036	20:02:37.81	0.036
1	31	H12	M	19:38:43.20	0.038	19:50:40.89	0.037	20:02:38.58	0.036
1	32	A01	M	20:16:25.77	0.037	20:28:22.99	0.036	20:40:20.20	0.037
1	32	A02	M	20:16:26.54	0.038	20:28:23.76	0.037	20:40:20.97	0.037
1	32	A03	M	20:16:27.31	0.040	20:28:24.53	0.040	20:40:21.74	0.039
1	32	A04	M	20:16:28.08	0.036	20:28:25.30	0.038	20:40:22.51	0.037
1	32	A05	M	20:16:28.85	0.037	20:28:26.07	0.038	20:40:23.28	0.037
1	32	A06	M	20:16:29.62	0.037	20:28:26.84	0.036	20:40:24.05	0.038
1	32	A07	M	20:16:30.39	0.036	20:28:27.61	0.037	20:40:24.82	0.037
1	32	A08	M	20:16:31.16	0.037	20:28:28.38	0.037	20:40:25.59	0.036
1	32	A09	M	20:16:31.93	0.037	20:28:29.15	0.037	20:40:26.36	0.036
1	32	A10	M	20:16:32.70	0.038	20:28:29.92	0.038	20:40:27.13	0.038
1	32	A11	M	20:16:33.47	0.037	20:28:30.69	0.036	20:40:27.90	0.036
1	32	A12	M	20:16:34.24	0.036	20:28:31.46	0.036	20:40:28.67	0.036
1	32	B01	M	20:16:37.47	0.036	20:28:34.69	0.036	20:40:31.90	0.035
1	32	B02	M	20:16:38.24	0.036	20:28:35.46	0.038	20:40:32.67	0.037
1	32	B03	M	20:16:39.01	0.037	20:28:36.23	0.037	20:40:33.44	0.037
1	32	B04	M	20:16:39.78	0.037	20:28:37.00	0.036	20:40:34.21	0.038
1	32	B05	M	20:16:40.55	0.037	20:28:37.77	0.037	20:40:34.98	0.037
1	32	B06	M	20:16:41.32	0.037	20:28:38.54	0.037	20:40:35.75	0.036
1	32	B07	M	20:16:42.09	0.038	20:28:39.31	0.038	20:40:36.52	0.038
1	32	B08	M	20:16:42.86	0.037	20:28:40.08	0.037	20:40:37.29	0.037
1	32	B09	M	20:16:43.63	0.037	20:28:40.85	0.037	20:40:38.06	0.037
1	32	B10	M	20:16:44.40	0.038	20:28:41.62	0.038	20:40:38.83	0.038
1	32	B11	M	20:16:45.17	0.036	20:28:42.39	0.037	20:40:39.60	0.037
1	32	B12	M	20:16:45.94	0.037	20:28:43.16	0.036	20:40:40.37	0.036
1	32	C01	M	20:16:49.17	0.036	20:28:46.39	0.036	20:40:43.60	0.037
1	32	C02	M	20:16:49.94	0.037	20:28:47.16	0.036	20:40:44.37	0.038
1	32	C03	M	20:16:50.71	0.037	20:28:47.93	0.037	20:40:45.14	0.037
1	32	C04	M	20:16:51.48	0.037	20:28:48.70	0.037	20:40:45.91	0.036
1	32	C05	M	20:16:52.25	0.037	20:28:49.47	0.037	20:40:46.68	0.037
1	32	C06	M	20:16:53.02	0.273	20:28:50.24	0.279	20:40:47.45	0.278
1	32	C07	M	20:16:53.79	0.276	20:28:51.01	0.282	20:40:48.22	0.281
1	32	C08	M	20:16:54.56	0.273	20:28:51.78	0.280	20:40:48.99	0.278
1	32	C09	M	20:16:55.33	0.272	20:28:52.55	0.278	20:40:49.76	0.272
1	32	C10	M	20:16:56.10	0.291	20:28:53.32	0.292	20:40:50.53	0.287
1	32	C11	M	20:16:56.87	0.279	20:28:54.09	0.284	20:40:51.30	0.286
1	32	C12	M	20:16:57.64	0.037	20:28:54.86	0.038	20:40:52.07	0.037
1	32	D01	M	20:17:00.89	0.036	20:28:58.09	0.036	20:40:55.30	0.036
1	32	D02	M	20:17:01.66	0.037	20:28:58.86	0.037	20:40:56.07	0.036
1	32	D03	M	20:17:02.43	0.120	20:28:59.63	0.122	20:40:56.84	0.122
1	32	D04	M	20:17:03.20	0.131	20:29:00.40	0.133	20:40:57.61	0.135
1	32	D05	M	20:17:03.97	0.127	20:29:01.17	0.130	20:40:58.38	0.131
1	32	D06	M	20:17:04.74	0.327	20:29:01.94	0.328	20:40:59.15	0.324
1	32	D07	M	20:17:05.51	0.328	20:29:02.71	0.332	20:40:59.92	0.327
1	32	D08	M	20:17:06.28	0.316	20:29:03.48	0.318	20:41:00.69	0.317
1	32	D09	M	20:17:07.05	0.312	20:29:04.25	0.315	20:41:01.46	0.311
1	32	D10	M	20:17:07.82	0.310	20:29:05.02	0.316	20:41:02.23	0.311
1	32	D11	M	20:17:08.59	0.334	20:29:05.79	0.338	20:41:03.00	0.335
1	32	D12	M	20:17:09.36	0.036	20:29:06.56	0.037	20:41:03.77	0.038
1	32	E01	M	20:17:12.59	0.037	20:29:09.79	0.037	20:41:07.00	0.037
1	32	E02	M	20:17:13.36	0.037	20:29:10.56	0.037	20:41:07.77	0.036
1	32	E03	M	20:17:14.13	0.287	20:29:11.33	0.289	20:41:08.54	0.289
1	32	E04	M	20:17:14.90	0.301	20:29:12.10	0.303	20:41:09.31	0.301
1	32	E05	M	20:17:15.67	0.297	20:29:12.87	0.299	20:41:10.08	0.298
1	32	E06	M	20:17:16.44	0.326	20:29:13.64	0.330	20:41:10.85	0.332
1	32	E07	M	20:17:17.21	0.317	20:29:14.41	0.321	20:41:11.62	0.323
1	32	E08	M	20:17:17.98	0.322	20:29:15.18	0.327	20:41:12.39	0.330
1	32	E09	M	20:17:18.75	0.263	20:29:15.95	0.288	20:41:13.16	0.294
1	32	E10	M	20:17:19.52	0.276	20:29:16.72	0.295	20:41:13.93	0.298
1	32	E11	M	20:17:20.29	0.291	20:29:17.49	0.307	20:41:14.70	0.309
1	32	E12	M	20:17:21.06	0.038	20:29:18.26	0.038	20:41:15.47	0.038
1	32	F01	M	20:17:24.29	0.036	20:29:21.49	0.036	20:41:18.70	0.036
1	32	F02	M	20:17:25.06	0.037	20:29:22.26	0.037	20:41:19.47	0.037
1	32	F03	M	20:17:25.83	0.050	20:29:23.03	0.051	20:41:20.24	0.051
1	32	F04	M	20:17:26.60	0.051	20:29:23.80	0.051	20:41:21.01	0.051
1	32	F05	M	20:17:27.37	0.050	20:29:24.57	0.050	20:41:21.78	0.050
1	32	F06	M	20:17:28.14	0.066	20:29:25.34	0.067	20:41:22.55	0.067
1	32	F07	M	20:17:28.91	0.063	20:29:26.11	0.065	20:41:23.32	0.065
1	32	F08	M	20:17:29.68	0.062	20:29:26.88	0.063	20:41:24.09	0.064
1	32	F09	M	20:17:30.45	0.111	20:29:27.65	0.125	20:41:24.86	0.121
1	32	F10	M	20:17:31.22	0.108	20:29:28.42	0.117	20:41:25.63	0.117
1	32	F11	M	20:17:31.99	0.114	20:29:29.19	0.122	20:41:26.40	0.120
1	32	F12	M	20:17:32.76	0.037	20:29:29.96	0.036	20:41:27.17	0.036
1	32	G01	M	20:17:35.99	0.035	20:29:33.19	0.036	20:41:30.40	0.036
1	32	G02	M	20:17:36.76	0.038	20:29:33.96	0.037	20:41:31.17	0.037
1	32	G03	M	20:17:37.53	0.036	20:29:34.73	0.036	20:41:31.94	0.036
1	32	G04	M	20:17:38.30	0.037	20:29:35.50	0.039	20:41:32.71	0.037
1	32	G05	M	20:17:39.07	0.035	20:29:36.27	0.036	20:41:33.48	0.036
1	32	G06	M	20:17:39.84	0.036	20:29:37.04	0.036	20:41:34.25	0.037
1	32	G07	M	20:17:40.61	0.038	20:29:37.81	0.036	20:41:35.02	0.038
1	32	G08	M	20:17:41.38	0.037	20:29:38.58	0.037	20:41:35.79	0.037
1	32	G09	M	20:17:42.15	0.037	20:29:39.35	0.037	20:41:36.56	0.037
1	32	G10	M	20:17:42.92	0.037	20:29:40.12	0.037	20:41:37.33	0.037
1	32	G11	M	20:17:43.69	0.036	20:29:40.89	0.036	20:41:38.10	0.036
1	32	G12	M	20:17:44.46	0.036	20:29:41.66	0.036	20:41:38.87	0.036
1	32	H01	M	20:17:47.69	0.037	20:29:44.89	0.036	20:41:42.10	0.036
1	32	H02	M	20:17:48.46	0.037	20:29:45.66	0.037	20:41:42.87	0.036
1	32	H03	M	20:17:49.23	0.036	20:29:46.43	0.037	20:41:43.64	0.037
1	32	H04	M	20:17:50.00	0.036	20:29:47.20	0.036	20:41:44.41	0.037
1	32	H05	M	20:17:50.77	0.036	20:29:47.97	0.035	20:41:45.18	0.036
1	32	H06	M	20:17:51.54	0.036	20:29:48.74	0.036	20:41:45.95	0.037
1	32	H07	M	20:17:52.31	0.037	20:29:49.51	0.037	20:41:46.72	0.036
1	32	H08	M	20:17:53.08	0.036	20:29:50.28	0.036	20:41:47.49	0.036
1	32	H09	M	20:17:53.85	0.038	20:29:51.05	0.038	20:41:48.26	0.037
1	32	H10	M	20:17:54.62	0.037	20:29:51.82	0.037	20:41:49.03	0.037
1	32	H11	M	20:17:55.39	0.036	20:29:52.59	0.036	20:41:49.80	0.036
1	32	H12	M	20:17:56.16	0.038	20:29:53.36	0.038	20:41:50.57	0.038
1	33	A01	M	20:55:38.34	0.036	21:07:36.04	0.036	21:19:33.74	0.036
1	33	A02	M	20:55:39.11	0.037	21:07:36.81	0.037	21:19:34.51	0.037
1	33	A03	M	20:55:39.88	0.039	21:07:37.58	0.038	21:19:35.28	0.039
1	33	A04	M	20:55:40.65	0.037	21:07:38.35	0.038	21:19:36.05	0.037
1	33	A05	M	20:55:41.42	0.036	21:07:39.12	0.037	21:19:36.82	0.036
1	33	A06	M	20:55:42.19	0.036	21:07:39.89	0.037	21:19:37.59	0.038
1	33	A07	M	20:55:42.96	0.036	21:07:40.66	0.035	21:19:38.36	0.037
1	33	A08	M	20:55:43.73	0.036	21:07:41.43	0.037	21:19:39.13	0.036
1	33	A09	M	20:55:44.50	0.036	21:07:42.20	0.036	21:19:39.90	0.036
1	33	A10	M	20:55:45.27	0.037	21:07:42.97	0.037	21:19:40.67	0.037
1	33	A11	M	20:55:46.04	0.036	21:07:43.74	0.036	21:19:41.44	0.036
1	33	A12	M	20:55:46.81	0.036	21:07:44.51	0.036	21:19:42.21	0.036
1	33	B01	M	20:55:50.04	0.035	21:07:47.74	0.035	21:19:45.44	0.035
1	33	B02	M	20:55:50.81	0.036	21:07:48.51	0.038	21:19:46.21	0.037
1	33	B03	M	20:55:51.58	0.036	21:07:49.28	0.037	21:19:46.98	0.037
1	33	B04	M	20:55:52.35	0.036	21:07:50.05	0.037	21:19:47.75	0.038
1	33	B05	M	20:55:53.12	0.036	21:07:50.82	0.035	21:19:48.52	0.037
1	33	B06	M	20:55:53.89	0.037	21:07:51.59	0.037	21:19:49.29	0.037
1	33	B07	M	20:55:54.66	0.037	21:07:52.36	0.038	21:19:50.06	0.037
1	33	B08	M	20:55:55.43	0.036	21:07:53.13	0.036	21:19:50.83	0.036
1	33	B09	M	20:55:56.20	0.036	21:07:53.90	0.036	21:19:51.60	0.036
1	33	B10	M	20:55:56.97	0.037	21:07:54.67	0.038	21:19:52.37	0.037
1	33	B11	M	20:55:57.74	0.037	21:07:55.44	0.036	21:19:53.14	0.036
1	33	B12	M	20:55:58.51	0.035	21:07:56.21	0.036	21:19:53.91	0.035
1	33	C01	M	20:56:01.74	0.035	21:07:59.44	0.036	21:19:57.14	0.035
1	33	C02	M	20:56:02.51	0.036	21:08:00.21	0.037	21:19:57.91	0.038
1	33	C03	M	20:56:03.28	0.036	21:08:00.98	0.035	21:19:58.68	0.037
1	33	C04	M	20:56:04.05	0.037	21:08:01.75	0.037	21:19:59.45	0.037
1	33	C05	M	20:56:04.82	0.037	21:08:02.52	0.037	21:20:00.22	0.036
1	33	C06	M	20:56:05.59	0.271	21:08:03.29	0.277	21:20:00.99	0.273
1	33	C07	M	20:56:06.36	0.272	21:08:04.06	0.278	21:20:01.76	0.277
1	33	C08	M	20:56:07.13	0.272	21:08:04.83	0.279	21:20:02.53	0.272
1	33	C09	M	20:56:07.90	0.270	21:08:05.60	0.275	21:20:03.30	0.268
1	33	C10	M	20:56:08.67	0.287	21:08:06.37	0.293	21:20:04.07	0.293
1	33	C11	M	20:56:09.44	0.281	21:08:07.14	0.289	21:20:04.84	0.290
1	33	C12	M	20:56:10.21	0.037	21:08:07.91	0.036	21:20:05.61	0.036
1	33	D01	M	20:56:13.44	0.035	21:08:11.14	0.034	21:20:08.84	0.036
1	33	D02	M	20:56:14.21	0.036	21:08:11.91	0.037	21:20:09.61	0.036
1	33	D03	M	20:56:14.98	0.124	21:08:12.68	0.128	21:20:10.38	0.128
1	33	D04	M	20:56:15.75	0.137	21:08:13.45	0.141	21:20:11.15	0.143
1	33	D05	M	20:56:16.52	0.134	21:08:14.22	0.138	21:20:11.92	0.138
1	33	D06	M	20:56:17.29	0.326	21:08:14.99	0.330	21:20:12.69	0.326
1	33	D07	M	20:56:18.06	0.326	21:08:15.76	0.330	21:20:13.46	0.325
1	33	D08	M	20:56:18.83	0.316	21:08:16.53	0.318	21:20:14.23	0.315
1	33	D09	M	20:56:19.60	0.318	21:08:17.30	0.321	21:20:15.00	0.320
1	33	D10	M	20:56:20.37	0.313	21:08:18.07	0.316	21:20:15.77	0.314
1	33	D11	M	20:56:21.14	0.328	21:08:18.84	0.333	21:20:16.54	0.328
1	33	D12	M	20:56:21.91	0.036	21:08:19.61	0.036	21:20:17.31	0.036
1	33	E01	M	20:56:25.14	0.036	21:08:22.84	0.036	21:20:20.54	0.036
1	33	E02	M	20:56:25.91	0.036	21:08:23.61	0.036	21:20:21.31	0.036
1	33	E03	M	20:56:26.68	0.288	21:08:24.38	0.289	21:20:22.08	0.285
1	33	E04	M	20:56:27.45	0.298	21:08:25.15	0.299	21:20:22.85	0.297
1	33	E05	M	20:56:28.22	0.298	21:08:25.92	0.301	21:20:23.62	0.295
1	33	E06	M	20:56:28.99	0.324	21:08:26.69	0.329	21:20:24.39	0.329
1	33	E07	M	20:56:29.76	0.319	21:08:27.46	0.325	21:20:25.16	0.323
1	33	E08	M	20:56:30.53	0.328	21:08:28.23	0.333	21:20:25.93	0.329
1	33	E09	M	20:56:31.30	0.265	21:08:29.00	0.290	21:20:26.70	0.291
1	33	E10	M	20:56:32.07	0.278	21:08:29.77	0.295	21:20:27.47	0.298
1	33	E11	M	20:56:32.84	0.293	21:08:30.54	0.312	21:20:28.24	0.314
1	33	E12	M	20:56:33.61	0.038	21:08:31.31	0.036	21:20:29.01	0.038
1	33	F01	M	20:56:36.84	0.035	21:08:34.54	0.035	21:20:32.24	0.035
1	33	F02	M	20:56:37.61	0.036	21:08:35.31	0.037	21:20:33.01	0.037
1	33	F03	M	20:56:38.38	0.050	21:08:36.08	0.051	21:20:33.78	0.052
1	33	F04	M	20:56:39.15	0.049	21:08:36.85	0.050	21:20:34.55	0.051
1	33	F05	M	20:56:39.92	0.050	21:08:37.62	0.050	21:20:35.32	0.051
1	33	F06	M	20:56:40.69	0.069	21:08:38.39	0.070	21:20:36.09	0.069
1	33	F07	M	20:56:41.46	0.066	21:08:39.16	0.069	21:20:36.86	0.069
1	33	F08	M	20:56:42.23	0.064	21:08:39.93	0.064	21:20:37.63	0.064
1	33	F09	M	20:56:43.00	0.110	21:08:40.70	0.122	21:20:38.40	0.129
1	33	F10	M	20:56:43.77	0.108	21:08:41.47	0.115	21:20:39.17	0.120
1	33	F11	M	20:56:44.54	0.114	21:08:42.24	0.123	21:20:39.94	0.122
1	33	F12	M	20:56:45.31	0.036	21:08:43.01	0.036	21:20:40.71	0.035
1	33	G01	M	20:56:48.54	0.036	21:08:46.24	0.036	21:20:43.94	0.036
1	33	G02	M	20:56:49.31	0.036	21:08:47.01	0.036	21:20:44.71	0.036
1	33	G03	M	20:56:50.08	0.036	21:08:47.78	0.036	21:20:45.48	0.036
1	33	G04	M	20:56:50.85	0.038	21:08:48.55	0.036	21:20:46.25	0.037
1	33	G05	M	20:56:51.62	0.036	21:08:49.32	0.037	21:20:47.02	0.036
1	33	G06	M	20:56:52.39	0.037	21:08:50.09	0.036	21:20:47.79	0.037
1	33	G07	M	20:56:53.16	0.037	21:08:50.86	0.038	21:20:48.56	0.037
1	33	G08	M	20:56:53.93	0.036	21:08:51.63	0.035	21:20:49.33	0.036
1	33	G09	M	20:56:54.70	0.037	21:08:52.40	0.037	21:20:50.10	0.037
1	33	G10	M	20:56:55.47	0.036	21:08:53.17	0.037	21:20:50.87	0.036
1	33	G11	M	20:56:56.24	0.036	21:08:53.94	0.036	21:20:51.64	0.036
1	33	G12	M	20:56:57.01	0.035	21:08:54.71	0.035	21:20:52.41	0.035
1	33	H01	M	20:57:00.24	0.036	21:08:57.94	0.036	21:20:55.64	0.036
1	33	H02	M	20:57:01.01	0.036	21:08:58.71	0.035	21:20:56.41	0.036
1	33	H03	M	20:57:01.78	0.036	21:08:59.48	0.037	21:20:57.18	0.036
1	33	H04	M	20:57:02.55	0.036	21:09:00.25	0.036	21:20:57.95	0.036
1	33	H05	M	20:57:03.32	0.035	21:09:01.02	0.036	21:20:58.72	0.036
1	33	H06	M	20:57:04.09	0.036	21:09:01.79	0.035	21:20:59.49	0.036
1	33	H07	M	20:57:04.86	0.037	21:09:02.56	0.037	21:21:00.26	0.037
1	33	H08	M	20:57:05.63	0.036	21:09:03.33	0.036	21:21:01.03	0.036
1	33	H09	M	20:57:06.40	0.037	21:09:04.10	0.037	21:21:01.80	0.037
1	33	H10	M	20:57:07.17	0.036	21:09:04.87	0.036	21:21:02.57	0.036
1	33	H11	M	20:57:07.94	0.036	21:09:05.64	0.035	21:21:03.34	0.035
1	33	H12	M	20:57:08.71	0.037	21:09:06.41	0.037	21:21:04.11	0.037
1	34	A01	M	21:34:51.84	0.036	21:46:49.56	0.036	21:58:47.27	0.036
1	34	A02	M	21:34:52.61	0.037	21:46:50.33	0.037	21:58:48.04	0.037
1	34	A03	M	21:34:53.38	0.040	21:46:51.10	0.039	21:58:48.81	0.039
1	34	A04	M	21:34:54.15	0.037	21:46:51.87	0.038	21:58:49.58	0.038
