Plate	Repeat	Well	Type	Time	Absorbance @ 600 (0.5s) (A)	Time	Absorbance @ 600 (0.5s) (A)	Time	Absorbance @ 600 (0.5s) (A)
1	11	F06	M	06:33:58.78	0.041	06:45:56.00	0.041	06:57:53.69	0.040
1	11	F07	M	06:33:59.55	0.041	06:45:56.77	0.041	06:57:54.46	0.040
1	11	F08	M	06:34:00.32	0.041	06:45:57.54	0.041	06:57:55.23	0.041
1	11	F09	M	06:34:01.09	0.050	06:45:58.31	0.051	06:57:56.00	0.051
1	11	F10	M	06:34:01.86	0.050	06:45:59.08	0.050	06:57:56.77	0.050
1	11	F11	M	06:34:02.63	0.051	06:45:59.85	0.051	06:57:57.54	0.051
1	11	F12	M	06:34:03.40	0.036	06:46:00.62	0.035	06:57:58.31	0.035
1	11	G01	M	06:34:06.63	0.037	06:46:03.85	0.036	06:58:01.54	0.035
1	11	G02	M	06:34:07.40	0.036	06:46:04.62	0.036	06:58:02.31	0.034
1	11	G03	M	06:34:08.17	0.036	06:46:05.39	0.036	06:58:03.08	0.035
1	11	G04	M	06:34:08.94	0.037	06:46:06.16	0.036	06:58:03.85	0.036
1	11	G05	M	06:34:09.71	0.036	06:46:06.93	0.036	06:58:04.62	0.035
1	11	G06	M	06:34:10.48	0.036	06:46:07.70	0.036	06:58:05.39	0.035
1	11	G07	M	06:34:11.25	0.037	06:46:08.47	0.037	06:58:06.16	0.036
1	11	G08	M	06:34:12.02	0.036	06:46:09.24	0.036	06:58:06.93	0.035
1	11	G09	M	06:34:12.79	0.039	06:46:10.01	0.037	06:58:07.70	0.036
1	11	G10	M	06:34:13.56	0.038	06:46:10.78	0.036	06:58:08.47	0.035
1	11	G11	M	06:34:14.33	0.037	06:46:11.55	0.037	06:58:09.24	0.035
1	11	G12	M	06:34:15.10	0.036	06:46:12.32	0.036	06:58:10.01	0.036
1	11	H01	M	06:34:18.33	0.037	06:46:15.55	0.036	06:58:13.24	0.035
1	11	H02	M	06:34:19.10	0.036	06:46:16.32	0.036	06:58:14.01	0.035
1	11	H03	M	06:34:19.87	0.038	06:46:17.09	0.038	06:58:14.78	0.037
1	11	H04	M	06:34:20.64	0.036	06:46:17.86	0.036	06:58:15.55	0.035
1	11	H05	M	06:34:21.41	0.036	06:46:18.63	0.035	06:58:16.32	0.035
1	11	H06	M	06:34:22.18	0.036	06:46:19.40	0.036	06:58:17.09	0.035
1	11	H07	M	06:34:22.95	0.039	06:46:20.17	0.038	06:58:17.86	0.037
1	11	H08	M	06:34:23.72	0.037	06:46:20.94	0.036	06:58:18.63	0.035
1	11	H09	M	06:34:24.49	0.038	06:46:21.71	0.039	06:58:19.40	0.036
1	11	H10	M	06:34:25.26	0.036	06:46:22.48	0.036	06:58:20.17	0.037
1	11	H11	M	06:34:26.03	0.036	06:46:23.25	0.036	06:58:20.94	0.036
1	11	H12	M	06:34:26.80	0.036	06:46:24.02	0.035	06:58:21.71	0.036
1	12	A01	M	07:12:09.54	0.037	07:24:06.75	0.036	07:36:04.47	0.036
1	12	A02	M	07:12:10.31	0.037	07:24:07.52	0.037	07:36:05.24	0.035
1	12	A03	M	07:12:11.08	0.039	07:24:08.29	0.039	07:36:06.01	0.038
1	12	A04	M	07:12:11.85	0.037	07:24:09.06	0.037	07:36:06.78	0.036
1	12	A05	M	07:12:12.62	0.038	07:24:09.83	0.037	07:36:07.55	0.036
1	12	A06	M	07:12:13.39	0.037	07:24:10.60	0.037	07:36:08.32	0.036
1	12	A07	M	07:12:14.16	0.037	07:24:11.37	0.036	07:36:09.09	0.035
1	12	A08	M	07:12:14.93	0.038	07:24:12.14	0.037	07:36:09.86	0.036
1	12	A09	M	07:12:15.70	0.038	07:24:12.91	0.036	07:36:10.63	0.035
1	12	A10	M	07:12:16.47	0.039	07:24:13.68	0.039	07:36:11.40	0.037
1	12	A11	M	07:12:17.24	0.037	07:24:14.45	0.038	07:36:12.17	0.036
1	12	A12	M	07:12:18.01	0.036	07:24:15.22	0.036	07:36:12.94	0.035
1	12	B01	M	07:12:21.24	0.035	07:24:18.45	0.035	07:36:16.17	0.034
1	12	B02	M	07:12:22.01	0.038	07:24:19.22	0.038	07:36:16.94	0.037
1	12	B03	M	07:12:22.78	0.037	07:24:19.99	0.037	07:36:17.71	0.036
1	12	B04	M	07:12:23.55	0.038	07:24:20.76	0.038	07:36:18.48	0.036
1	12	B05	M	07:12:24.32	0.037	07:24:21.53	0.036	07:36:19.25	0.035
1	12	B06	M	07:12:25.09	0.037	07:24:22.30	0.037	07:36:20.02	0.035
1	12	B07	M	07:12:25.86	0.040	07:24:23.07	0.038	07:36:20.79	0.036
1	12	B08	M	07:12:26.63	0.038	07:24:23.84	0.037	07:36:21.56	0.036
1	12	B09	M	07:12:27.40	0.038	07:24:24.61	0.039	07:36:22.33	0.036
1	12	B10	M	07:12:28.17	0.037	07:24:25.38	0.037	07:36:23.10	0.036
1	12	B11	M	07:12:28.94	0.038	07:24:26.15	0.038	07:36:23.87	0.037
1	12	B12	M	07:12:29.71	0.036	07:24:26.92	0.035	07:36:24.64	0.035
1	12	C01	M	07:12:32.94	0.036	07:24:30.15	0.036	07:36:27.87	0.035
1	12	C02	M	07:12:33.71	0.037	07:24:30.92	0.037	07:36:28.64	0.036
1	12	C03	M	07:12:34.48	0.038	07:24:31.69	0.037	07:36:29.41	0.036
1	12	C04	M	07:12:35.25	0.037	07:24:32.46	0.037	07:36:30.18	0.036
1	12	C05	M	07:12:36.02	0.038	07:24:33.23	0.037	07:36:30.95	0.035
1	12	C06	M	07:12:36.79	0.061	07:24:34.00	0.063	07:36:31.72	0.064
1	12	C07	M	07:12:37.56	0.063	07:24:34.77	0.066	07:36:32.49	0.066
1	12	C08	M	07:12:38.33	0.059	07:24:35.54	0.062	07:36:33.26	0.063
1	12	C09	M	07:12:39.10	0.058	07:24:36.31	0.059	07:36:34.03	0.060
1	12	C10	M	07:12:39.87	0.058	07:24:37.08	0.058	07:36:34.80	0.060
1	12	C11	M	07:12:40.64	0.057	07:24:37.85	0.058	07:36:35.57	0.058
1	12	C12	M	07:12:41.41	0.036	07:24:38.62	0.036	07:36:36.34	0.035
1	12	D01	M	07:12:44.64	0.036	07:24:41.85	0.036	07:36:39.57	0.035
1	12	D02	M	07:12:45.41	0.037	07:24:42.62	0.037	07:36:40.34	0.037
1	12	D03	M	07:12:46.18	0.051	07:24:43.39	0.051	07:36:41.11	0.050
1	12	D04	M	07:12:46.95	0.052	07:24:44.16	0.053	07:36:41.88	0.053
1	12	D05	M	07:12:47.72	0.049	07:24:44.93	0.051	07:36:42.65	0.049
1	12	D06	M	07:12:48.49	0.064	07:24:45.70	0.066	07:36:43.42	0.064
1	12	D07	M	07:12:49.26	0.061	07:24:46.47	0.064	07:36:44.19	0.065
1	12	D08	M	07:12:50.03	0.061	07:24:47.24	0.061	07:36:44.96	0.063
1	12	D09	M	07:12:50.80	0.060	07:24:48.01	0.062	07:36:45.73	0.063
1	12	D10	M	07:12:51.57	0.061	07:24:48.78	0.062	07:36:46.50	0.064
1	12	D11	M	07:12:52.34	0.064	07:24:49.55	0.066	07:36:47.27	0.067
1	12	D12	M	07:12:53.11	0.037	07:24:50.32	0.036	07:36:48.04	0.035
1	12	E01	M	07:12:56.34	0.038	07:24:53.55	0.036	07:36:51.27	0.036
1	12	E02	M	07:12:57.11	0.037	07:24:54.32	0.036	07:36:52.04	0.036
1	12	E03	M	07:12:57.88	0.066	07:24:55.09	0.069	07:36:52.81	0.069
1	12	E04	M	07:12:58.65	0.063	07:24:55.86	0.066	07:36:53.58	0.068
1	12	E05	M	07:12:59.42	0.060	07:24:56.63	0.063	07:36:54.35	0.064
1	12	E06	M	07:13:00.19	0.063	07:24:57.40	0.066	07:36:55.12	0.068
1	12	E07	M	07:13:00.96	0.062	07:24:58.17	0.063	07:36:55.89	0.064
1	12	E08	M	07:13:01.73	0.062	07:24:58.94	0.063	07:36:56.66	0.063
1	12	E09	M	07:13:02.50	0.059	07:24:59.71	0.061	07:36:57.43	0.061
1	12	E10	M	07:13:03.27	0.059	07:25:00.48	0.061	07:36:58.20	0.062
1	12	E11	M	07:13:04.04	0.060	07:25:01.25	0.063	07:36:58.97	0.063
1	12	E12	M	07:13:04.81	0.039	07:25:02.02	0.038	07:36:59.74	0.037
1	12	F01	M	07:13:08.04	0.037	07:25:05.25	0.037	07:37:02.97	0.035
1	12	F02	M	07:13:08.81	0.037	07:25:06.02	0.037	07:37:03.74	0.037
1	12	F03	M	07:13:09.58	0.043	07:25:06.79	0.043	07:37:04.51	0.042
1	12	F04	M	07:13:10.35	0.045	07:25:07.56	0.042	07:37:05.28	0.042
1	12	F05	M	07:13:11.12	0.043	07:25:08.33	0.045	07:37:06.05	0.042
1	12	F06	M	07:13:11.89	0.042	07:25:09.10	0.042	07:37:06.82	0.040
1	12	F07	M	07:13:12.66	0.042	07:25:09.87	0.041	07:37:07.59	0.040
1	12	F08	M	07:13:13.43	0.043	07:25:10.64	0.041	07:37:08.36	0.040
1	12	F09	M	07:13:14.20	0.053	07:25:11.41	0.053	07:37:09.13	0.053
1	12	F10	M	07:13:14.97	0.051	07:25:12.18	0.052	07:37:09.90	0.052
1	12	F11	M	07:13:15.74	0.052	07:25:12.95	0.054	07:37:10.67	0.053
1	12	F12	M	07:13:16.51	0.037	07:25:13.72	0.036	07:37:11.44	0.035
1	12	G01	M	07:13:19.74	0.037	07:25:16.95	0.037	07:37:14.67	0.035
1	12	G02	M	07:13:20.51	0.036	07:25:17.72	0.035	07:37:15.44	0.035
1	12	G03	M	07:13:21.28	0.036	07:25:18.49	0.036	07:37:16.21	0.034
1	12	G04	M	07:13:22.05	0.037	07:25:19.26	0.036	07:37:16.98	0.035
1	12	G05	M	07:13:22.82	0.036	07:25:20.03	0.036	07:37:17.75	0.035
1	12	G06	M	07:13:23.59	0.036	07:25:20.80	0.036	07:37:18.52	0.034
1	12	G07	M	07:13:24.36	0.037	07:25:21.57	0.037	07:37:19.29	0.036
1	12	G08	M	07:13:25.13	0.037	07:25:22.34	0.036	07:37:20.06	0.035
1	12	G09	M	07:13:25.90	0.038	07:25:23.11	0.037	07:37:20.83	0.035
1	12	G10	M	07:13:26.67	0.038	07:25:23.88	0.036	07:37:21.60	0.035
1	12	G11	M	07:13:27.44	0.038	07:25:24.65	0.037	07:37:22.37	0.035
1	12	G12	M	07:13:28.21	0.036	07:25:25.42	0.037	07:37:23.14	0.034
1	12	H01	M	07:13:31.44	0.036	07:25:28.65	0.036	07:37:26.37	0.035
1	12	H02	M	07:13:32.21	0.036	07:25:29.42	0.036	07:37:27.14	0.035
1	12	H03	M	07:13:32.98	0.038	07:25:30.19	0.038	07:37:27.91	0.037
1	12	H04	M	07:13:33.75	0.036	07:25:30.96	0.036	07:37:28.68	0.035
1	12	H05	M	07:13:34.52	0.037	07:25:31.73	0.036	07:37:29.45	0.035
1	12	H06	M	07:13:35.29	0.036	07:25:32.50	0.036	07:37:30.22	0.035
1	12	H07	M	07:13:36.06	0.039	07:25:33.27	0.038	07:37:30.99	0.037
1	12	H08	M	07:13:36.83	0.037	07:25:34.04	0.036	07:37:31.76	0.035
1	12	H09	M	07:13:37.60	0.038	07:25:34.81	0.038	07:37:32.53	0.037
1	12	H10	M	07:13:38.37	0.037	07:25:35.58	0.037	07:37:33.30	0.035
1	12	H11	M	07:13:39.14	0.035	07:25:36.35	0.036	07:37:34.07	0.035
1	12	H12	M	07:13:39.91	0.036	07:25:37.12	0.036	07:37:34.84	0.036
1	13	A01	M	07:51:22.03	0.036	08:03:19.23	0.037	08:15:17.43	0.037
1	13	A02	M	07:51:22.80	0.037	08:03:20.00	0.038	08:15:18.20	0.037
1	13	A03	M	07:51:23.57	0.038	08:03:20.77	0.038	08:15:18.97	0.039
1	13	A04	M	07:51:24.34	0.037	08:03:21.54	0.037	08:15:19.74	0.036
1	13	A05	M	07:51:25.11	0.037	08:03:22.31	0.038	08:15:20.51	0.037
1	13	A06	M	07:51:25.88	0.037	08:03:23.08	0.037	08:15:21.28	0.037
1	13	A07	M	07:51:26.65	0.037	08:03:23.85	0.037	08:15:22.05	0.036
1	13	A08	M	07:51:27.42	0.038	08:03:24.62	0.037	08:15:22.82	0.037
1	13	A09	M	07:51:28.19	0.037	08:03:25.39	0.038	08:15:23.59	0.036
1	13	A10	M	07:51:28.96	0.039	08:03:26.16	0.039	08:15:24.36	0.038
1	13	A11	M	07:51:29.73	0.038	08:03:26.93	0.037	08:15:25.13	0.036
1	13	A12	M	07:51:30.50	0.036	08:03:27.70	0.036	08:15:25.90	0.035
1	13	B01	M	07:51:33.73	0.035	08:03:30.93	0.034	08:15:29.13	0.035
1	13	B02	M	07:51:34.50	0.037	08:03:31.70	0.038	08:15:29.90	0.036
1	13	B03	M	07:51:35.27	0.038	08:03:32.47	0.037	08:15:30.67	0.037
1	13	B04	M	07:51:36.04	0.037	08:03:33.24	0.037	08:15:31.44	0.037
1	13	B05	M	07:51:36.81	0.036	08:03:34.01	0.036	08:15:32.21	0.035
1	13	B06	M	07:51:37.58	0.038	08:03:34.78	0.037	08:15:32.98	0.036
1	13	B07	M	07:51:38.35	0.039	08:03:35.55	0.039	08:15:33.75	0.037
1	13	B08	M	07:51:39.12	0.037	08:03:36.32	0.038	08:15:34.52	0.036
1	13	B09	M	07:51:39.89	0.038	08:03:37.09	0.037	08:15:35.29	0.037
1	13	B10	M	07:51:40.66	0.038	08:03:37.86	0.037	08:15:36.06	0.037
1	13	B11	M	07:51:41.43	0.038	08:03:38.63	0.039	08:15:36.83	0.036
1	13	B12	M	07:51:42.20	0.036	08:03:39.40	0.037	08:15:37.60	0.038
1	13	C01	M	07:51:45.43	0.036	08:03:42.63	0.036	08:15:40.83	0.035
1	13	C02	M	07:51:46.20	0.037	08:03:43.40	0.037	08:15:41.60	0.037
1	13	C03	M	07:51:46.97	0.038	08:03:44.17	0.037	08:15:42.37	0.036
1	13	C04	M	07:51:47.74	0.037	08:03:44.94	0.037	08:15:43.14	0.036
1	13	C05	M	07:51:48.51	0.037	08:03:45.71	0.037	08:15:43.91	0.036
1	13	C06	M	07:51:49.28	0.071	08:03:46.48	0.073	08:15:44.68	0.074
1	13	C07	M	07:51:50.05	0.067	08:03:47.25	0.069	08:15:45.45	0.071
1	13	C08	M	07:51:50.82	0.066	08:03:48.02	0.069	08:15:46.22	0.069
1	13	C09	M	07:51:51.59	0.065	08:03:48.79	0.068	08:15:46.99	0.069
1	13	C10	M	07:51:52.36	0.063	08:03:49.56	0.065	08:15:47.76	0.068
1	13	C11	M	07:51:53.13	0.064	08:03:50.33	0.065	08:15:48.53	0.066
1	13	C12	M	07:51:53.90	0.036	08:03:51.10	0.035	08:15:49.30	0.036
1	13	D01	M	07:51:57.13	0.036	08:03:54.33	0.036	08:15:52.53	0.036
1	13	D02	M	07:51:57.90	0.037	08:03:55.10	0.037	08:15:53.30	0.037
1	13	D03	M	07:51:58.67	0.051	08:03:55.87	0.052	08:15:54.07	0.053
1	13	D04	M	07:51:59.44	0.054	08:03:56.64	0.052	08:15:54.84	0.056
1	13	D05	M	07:52:00.21	0.051	08:03:57.41	0.051	08:15:55.61	0.050
1	13	D06	M	07:52:00.98	0.071	08:03:58.18	0.072	08:15:56.38	0.074
1	13	D07	M	07:52:01.75	0.070	08:03:58.95	0.072	08:15:57.15	0.073
1	13	D08	M	07:52:02.52	0.066	08:03:59.72	0.070	08:15:57.92	0.072
1	13	D09	M	07:52:03.29	0.068	08:04:00.49	0.072	08:15:58.69	0.073
1	13	D10	M	07:52:04.06	0.068	08:04:01.26	0.069	08:15:59.46	0.072
1	13	D11	M	07:52:04.83	0.072	08:04:02.03	0.074	08:16:00.23	0.075
1	13	D12	M	07:52:05.60	0.037	08:04:02.80	0.036	08:16:01.00	0.036
1	13	E01	M	07:52:08.83	0.036	08:04:06.03	0.036	08:16:04.23	0.036
1	13	E02	M	07:52:09.60	0.037	08:04:06.80	0.037	08:16:05.00	0.036
1	13	E03	M	07:52:10.37	0.073	08:04:07.57	0.076	08:16:05.77	0.078
1	13	E04	M	07:52:11.14	0.072	08:04:08.34	0.074	08:16:06.54	0.076
1	13	E05	M	07:52:11.91	0.068	08:04:09.11	0.073	08:16:07.31	0.073
1	13	E06	M	07:52:12.68	0.070	08:04:09.88	0.074	08:16:08.08	0.077
1	13	E07	M	07:52:13.45	0.071	08:04:10.65	0.074	08:16:08.85	0.074
1	13	E08	M	07:52:14.22	0.068	08:04:11.42	0.072	08:16:09.62	0.075
1	13	E09	M	07:52:14.99	0.065	08:04:12.19	0.068	08:16:10.39	0.067
1	13	E10	M	07:52:15.76	0.063	08:04:12.96	0.066	08:16:11.16	0.068
1	13	E11	M	07:52:16.53	0.066	08:04:13.73	0.069	08:16:11.93	0.070
1	13	E12	M	07:52:17.30	0.039	08:04:14.50	0.039	08:16:12.70	0.037
1	13	F01	M	07:52:20.53	0.036	08:04:17.73	0.036	08:16:15.93	0.036
1	13	F02	M	07:52:21.30	0.037	08:04:18.50	0.038	08:16:16.70	0.037
1	13	F03	M	07:52:22.07	0.044	08:04:19.27	0.044	08:16:17.47	0.042
1	13	F04	M	07:52:22.84	0.043	08:04:20.04	0.045	08:16:18.24	0.044
1	13	F05	M	07:52:23.61	0.043	08:04:20.81	0.047	08:16:19.01	0.045
1	13	F06	M	07:52:24.38	0.042	08:04:21.58	0.041	08:16:19.78	0.042
1	13	F07	M	07:52:25.15	0.042	08:04:22.35	0.042	08:16:20.55	0.040
1	13	F08	M	07:52:25.92	0.042	08:04:23.12	0.044	08:16:21.32	0.044
1	13	F09	M	07:52:26.69	0.055	08:04:23.89	0.056	08:16:22.09	0.057
1	13	F10	M	07:52:27.46	0.053	08:04:24.66	0.054	08:16:22.86	0.055
1	13	F11	M	07:52:28.23	0.055	08:04:25.43	0.056	08:16:23.63	0.056
1	13	F12	M	07:52:29.00	0.036	08:04:26.20	0.036	08:16:24.40	0.035
1	13	G01	M	07:52:32.23	0.036	08:04:29.43	0.037	08:16:27.63	0.035
1	13	G02	M	07:52:33.00	0.036	08:04:30.20	0.037	08:16:28.40	0.037
1	13	G03	M	07:52:33.77	0.036	08:04:30.97	0.036	08:16:29.17	0.036
1	13	G04	M	07:52:34.54	0.037	08:04:31.74	0.036	08:16:29.94	0.037
1	13	G05	M	07:52:35.31	0.036	08:04:32.51	0.036	08:16:30.71	0.034
1	13	G06	M	07:52:36.08	0.036	08:04:33.28	0.036	08:16:31.48	0.035
1	13	G07	M	07:52:36.85	0.038	08:04:34.05	0.037	08:16:32.25	0.036
1	13	G08	M	07:52:37.62	0.037	08:04:34.82	0.036	08:16:33.02	0.036
1	13	G09	M	07:52:38.39	0.038	08:04:35.59	0.037	08:16:33.79	0.036
1	13	G10	M	07:52:39.16	0.037	08:04:36.36	0.037	08:16:34.56	0.036
1	13	G11	M	07:52:39.93	0.038	08:04:37.13	0.038	08:16:35.33	0.036
1	13	G12	M	07:52:40.70	0.037	08:04:37.90	0.036	08:16:36.10	0.035
1	13	H01	M	07:52:43.93	0.036	08:04:41.13	0.037	08:16:39.33	0.036
1	13	H02	M	07:52:44.70	0.036	08:04:41.90	0.035	08:16:40.10	0.037
1	13	H03	M	07:52:45.47	0.038	08:04:42.67	0.038	08:16:40.87	0.036
1	13	H04	M	07:52:46.24	0.036	08:04:43.44	0.036	08:16:41.64	0.035
1	13	H05	M	07:52:47.01	0.036	08:04:44.21	0.036	08:16:42.41	0.035
1	13	H06	M	07:52:47.78	0.037	08:04:44.98	0.037	08:16:43.18	0.037
1	13	H07	M	07:52:48.55	0.038	08:04:45.75	0.038	08:16:43.95	0.037
1	13	H08	M	07:52:49.32	0.038	08:04:46.52	0.037	08:16:44.72	0.036
1	13	H09	M	07:52:50.09	0.038	08:04:47.29	0.038	08:16:45.49	0.038
1	13	H10	M	07:52:50.86	0.039	08:04:48.06	0.037	08:16:46.26	0.037
1	13	H11	M	07:52:51.63	0.036	08:04:48.83	0.036	08:16:47.03	0.036
1	13	H12	M	07:52:52.40	0.036	08:04:49.60	0.038	08:16:47.80	0.036
1	14	A01	M	08:30:35.55	0.035	08:42:32.76	0.037	08:54:29.96	0.036
1	14	A02	M	08:30:36.32	0.037	08:42:33.53	0.037	08:54:30.73	0.036
1	14	A03	M	08:30:37.09	0.039	08:42:34.30	0.038	08:54:31.50	0.041
1	14	A04	M	08:30:37.86	0.037	08:42:35.07	0.037	08:54:32.27	0.037
1	14	A05	M	08:30:38.63	0.037	08:42:35.84	0.038	08:54:33.04	0.038
1	14	A06	M	08:30:39.40	0.037	08:42:36.61	0.037	08:54:33.81	0.037
1	14	A07	M	08:30:40.17	0.036	08:42:37.38	0.037	08:54:34.58	0.037
1	14	A08	M	08:30:40.94	0.037	08:42:38.15	0.037	08:54:35.35	0.037
1	14	A09	M	08:30:41.71	0.037	08:42:38.92	0.037	08:54:36.12	0.037
1	14	A10	M	08:30:42.48	0.039	08:42:39.69	0.039	08:54:36.89	0.038
1	14	A11	M	08:30:43.25	0.036	08:42:40.46	0.037	08:54:37.66	0.036
1	14	A12	M	08:30:44.02	0.036	08:42:41.23	0.036	08:54:38.43	0.036
1	14	B01	M	08:30:47.25	0.034	08:42:44.46	0.034	08:54:41.66	0.036
1	14	B02	M	08:30:48.02	0.036	08:42:45.23	0.037	08:54:42.43	0.037
1	14	B03	M	08:30:48.79	0.037	08:42:46.00	0.037	08:54:43.20	0.038
1	14	B04	M	08:30:49.56	0.036	08:42:46.77	0.037	08:54:43.97	0.036
1	14	B05	M	08:30:50.33	0.037	08:42:47.54	0.036	08:54:44.74	0.036
1	14	B06	M	08:30:51.10	0.038	08:42:48.31	0.037	08:54:45.51	0.037
1	14	B07	M	08:30:51.87	0.038	08:42:49.08	0.039	08:54:46.28	0.038
1	14	B08	M	08:30:52.64	0.037	08:42:49.85	0.037	08:54:47.05	0.037
1	14	B09	M	08:30:53.41	0.037	08:42:50.62	0.037	08:54:47.82	0.037
1	14	B10	M	08:30:54.18	0.038	08:42:51.39	0.037	08:54:48.59	0.037
1	14	B11	M	08:30:54.95	0.037	08:42:52.16	0.037	08:54:49.36	0.036
1	14	B12	M	08:30:55.72	0.035	08:42:52.93	0.037	08:54:50.13	0.037
1	14	C01	M	08:30:58.95	0.036	08:42:56.16	0.036	08:54:53.36	0.036
1	14	C02	M	08:30:59.72	0.036	08:42:56.93	0.037	08:54:54.13	0.036
1	14	C03	M	08:31:00.49	0.036	08:42:57.70	0.036	08:54:54.90	0.037
1	14	C04	M	08:31:01.26	0.037	08:42:58.47	0.037	08:54:55.67	0.037
1	14	C05	M	08:31:02.03	0.037	08:42:59.24	0.037	08:54:56.44	0.037
1	14	C06	M	08:31:02.80	0.076	08:43:00.01	0.080	08:54:57.21	0.082
1	14	C07	M	08:31:03.57	0.074	08:43:00.78	0.078	08:54:57.98	0.081
1	14	C08	M	08:31:04.34	0.074	08:43:01.55	0.077	08:54:58.75	0.078
1	14	C09	M	08:31:05.11	0.071	08:43:02.32	0.074	08:54:59.52	0.077
1	14	C10	M	08:31:05.88	0.070	08:43:03.09	0.074	08:55:00.29	0.076
1	14	C11	M	08:31:06.65	0.070	08:43:03.86	0.073	08:55:01.06	0.074
1	14	C12	M	08:31:07.42	0.036	08:43:04.63	0.036	08:55:01.83	0.037
1	14	D01	M	08:31:10.65	0.035	08:43:07.86	0.036	08:55:05.06	0.036
1	14	D02	M	08:31:11.42	0.037	08:43:08.63	0.038	08:55:05.83	0.038
1	14	D03	M	08:31:12.19	0.053	08:43:09.40	0.054	08:55:06.60	0.055
1	14	D04	M	08:31:12.96	0.055	08:43:10.17	0.057	08:55:07.37	0.058
1	14	D05	M	08:31:13.73	0.053	08:43:10.94	0.053	08:55:08.14	0.054
1	14	D06	M	08:31:14.50	0.079	08:43:11.71	0.082	08:55:08.91	0.084
1	14	D07	M	08:31:15.27	0.077	08:43:12.48	0.082	08:55:09.68	0.085
1	14	D08	M	08:31:16.04	0.073	08:43:13.25	0.079	08:55:10.45	0.080
1	14	D09	M	08:31:16.81	0.077	08:43:14.02	0.081	08:55:11.22	0.082
1	14	D10	M	08:31:17.58	0.077	08:43:14.79	0.080	08:55:11.99	0.082
1	14	D11	M	08:31:18.35	0.080	08:43:15.56	0.083	08:55:12.76	0.087
1	14	D12	M	08:31:19.12	0.036	08:43:16.33	0.036	08:55:13.53	0.037
1	14	E01	M	08:31:22.35	0.036	08:43:19.56	0.036	08:55:16.76	0.036
1	14	E02	M	08:31:23.12	0.036	08:43:20.33	0.036	08:55:17.53	0.036
1	14	E03	M	08:31:23.89	0.081	08:43:21.10	0.086	08:55:18.30	0.088
1	14	E04	M	08:31:24.66	0.080	08:43:21.87	0.084	08:55:19.07	0.087
1	14	E05	M	08:31:25.43	0.077	08:43:22.64	0.082	08:55:19.84	0.085
1	14	E06	M	08:31:26.20	0.079	08:43:23.41	0.084	08:55:20.61	0.088
1	14	E07	M	08:31:26.97	0.077	08:43:24.18	0.080	08:55:21.38	0.084
1	14	E08	M	08:31:27.74	0.079	08:43:24.95	0.082	08:55:22.15	0.085
1	14	E09	M	08:31:28.51	0.072	08:43:25.72	0.074	08:55:22.92	0.075
1	14	E10	M	08:31:29.28	0.070	08:43:26.49	0.075	08:55:23.69	0.076
1	14	E11	M	08:31:30.05	0.073	08:43:27.26	0.077	08:55:24.46	0.078
1	14	E12	M	08:31:30.82	0.038	08:43:28.03	0.039	08:55:25.23	0.038
1	14	F01	M	08:31:34.05	0.037	08:43:31.26	0.036	08:55:28.46	0.036
1	14	F02	M	08:31:34.82	0.038	08:43:32.03	0.037	08:55:29.23	0.037
1	14	F03	M	08:31:35.59	0.044	08:43:32.80	0.046	08:55:30.00	0.044
1	14	F04	M	08:31:36.37	0.042	08:43:33.57	0.045	08:55:30.77	0.048
1	14	F05	M	08:31:37.14	0.045	08:43:34.34	0.046	08:55:31.54	0.045
1	14	F06	M	08:31:37.91	0.042	08:43:35.11	0.043	08:55:32.31	0.044
1	14	F07	M	08:31:38.68	0.042	08:43:35.88	0.042	08:55:33.08	0.044
1	14	F08	M	08:31:39.45	0.041	08:43:36.65	0.043	08:55:33.85	0.043
1	14	F09	M	08:31:40.22	0.058	08:43:37.42	0.059	08:55:34.62	0.059
1	14	F10	M	08:31:40.99	0.055	08:43:38.19	0.057	08:55:35.39	0.057
1	14	F11	M	08:31:41.76	0.056	08:43:38.96	0.057	08:55:36.16	0.058
1	14	F12	M	08:31:42.53	0.035	08:43:39.73	0.036	08:55:36.93	0.036
1	14	G01	M	08:31:45.76	0.036	08:43:42.96	0.037	08:55:40.16	0.036
1	14	G02	M	08:31:46.53	0.034	08:43:43.73	0.037	08:55:40.93	0.037
1	14	G03	M	08:31:47.30	0.035	08:43:44.50	0.036	08:55:41.70	0.036
1	14	G04	M	08:31:48.07	0.036	08:43:45.27	0.037	08:55:42.47	0.037
1	14	G05	M	08:31:48.84	0.035	08:43:46.04	0.036	08:55:43.24	0.036
1	14	G06	M	08:31:49.61	0.035	08:43:46.81	0.036	08:55:44.01	0.036
1	14	G07	M	08:31:50.38	0.037	08:43:47.58	0.037	08:55:44.78	0.036
1	14	G08	M	08:31:51.15	0.036	08:43:48.35	0.036	08:55:45.55	0.036
1	14	G09	M	08:31:51.92	0.038	08:43:49.12	0.037	08:55:46.32	0.037
1	14	G10	M	08:31:52.69	0.037	08:43:49.89	0.036	08:55:47.09	0.036
1	14	G11	M	08:31:53.46	0.037	08:43:50.66	0.037	08:55:47.86	0.036
1	14	G12	M	08:31:54.23	0.036	08:43:51.43	0.036	08:55:48.63	0.036
1	14	H01	M	08:31:57.46	0.036	08:43:54.66	0.036	08:55:51.86	0.037
1	14	H02	M	08:31:58.23	0.035	08:43:55.43	0.036	08:55:52.63	0.036
